time	V(vid)	V(vodn)	V(vodp)
3.873587500074730e-003	-1.070032e-001	8.855489e+000	7.869008e-001
3.878470312574730e-003	-1.037283e-001	8.836445e+000	8.074911e-001
3.883353125074730e-003	-1.003557e-001	8.814279e+000	8.312386e-001
3.888235937574730e-003	-9.688874e-002	8.788454e+000	8.586755e-001
3.893118750074730e-003	-9.333058e-002	8.758346e+000	8.904234e-001
3.898001562574730e-003	-8.968457e-002	8.723227e+000	9.272050e-001
3.902884375074730e-003	-8.595415e-002	8.682254e+000	9.698566e-001
3.907767187574730e-003	-8.214284e-002	8.634461e+000	1.019340e+000
3.912650000074729e-003	-7.825421e-002	8.578746e+000	1.076751e+000
3.917532812574729e-003	-7.429194e-002	8.513862e+000	1.143328e+000
3.922415625074729e-003	-7.025974e-002	8.438419e+000	1.220452e+000
3.927298437574729e-003	-6.616142e-002	8.350893e+000	1.309641e+000
3.932181250074729e-003	-6.200083e-002	8.249638e+000	1.412532e+000
3.937064062574729e-003	-5.778189e-002	8.132920e+000	1.530844e+000
3.941946875074729e-003	-5.350856e-002	7.998976e+000	1.666335e+000
3.946829687574729e-003	-4.918487e-002	7.846075e+000	1.820720e+000
3.951712500074729e-003	-4.481490e-002	7.672625e+000	1.995582e+000
3.956595312574729e-003	-4.040274e-002	7.477281e+000	2.192252e+000
3.961478125074728e-003	-3.595256e-002	7.259090e+000	2.411671e+000
3.966360937574728e-003	-3.146854e-002	7.017628e+000	2.654252e+000
3.971243750074728e-003	-2.695491e-002	6.753143e+000	2.919735e+000
3.976126562574728e-003	-2.241590e-002	6.466671e+000	3.207075e+000
3.981009375074728e-003	-1.785580e-002	6.160109e+000	3.514363e+000
3.990775000074728e-003	-8.689490e-003	5.498664e+000	4.176805e+000
4.005423437574728e-003	5.110480e-003	4.449017e+000	5.226727e+000
4.015189062574727e-003	1.429363e-002	3.767963e+000	5.907128e+000
4.020071875074727e-003	1.886719e-002	3.446915e+000	6.227604e+000
4.024954687574727e-003	2.342299e-002	3.143693e+000	6.530098e+000
4.029837500074727e-003	2.795674e-002	2.860899e+000	6.812016e+000
4.034720312574727e-003	3.246418e-002	2.600256e+000	7.071645e+000
4.039603125074727e-003	3.694107e-002	2.362633e+000	7.308126e+000
4.044485937574727e-003	4.138319e-002	2.148137e+000	7.521367e+000
4.049368750074727e-003	4.578637e-002	1.956230e+000	7.711917e+000
4.054251562574726e-003	5.014645e-002	1.785875e+000	7.880828e+000
4.059134375074726e-003	5.445933e-002	1.635676e+000	8.029509e+000
4.064017187574726e-003	5.872096e-002	1.504013e+000	8.159593e+000
4.068900000074726e-003	6.292732e-002	1.389153e+000	8.272825e+000
4.073782812574726e-003	6.707446e-002	1.289342e+000	8.370972e+000
4.078665625074726e-003	7.115846e-002	1.202874e+000	8.455750e+000
4.083548437574726e-003	7.517550e-002	1.128135e+000	8.528783e+000
4.088431250074726e-003	7.912178e-002	1.063635e+000	8.591570e+000
4.093314062574726e-003	8.299360e-002	1.008025e+000	8.645468e+000
4.098196875074726e-003	8.678731e-002	9.600958e-001	8.691693e+000
4.103079687574725e-003	9.049933e-002	9.187810e-001	8.731318e+000
4.107962500074725e-003	9.412619e-002	8.831468e-001	8.765284e+000
4.112845312574725e-003	9.766445e-002	8.523824e-001	8.794403e+000
4.117728125074725e-003	1.011108e-001	8.257876e-001	8.819384e+000
4.122610937574725e-003	1.044620e-001	8.027611e-001	8.840829e+000
4.127493750074725e-003	1.077148e-001	7.827882e-001	8.859259e+000
4.132376562574725e-003	1.108663e-001	7.654299e-001	8.875113e+000
4.137259375074725e-003	1.139135e-001	7.503122e-001	8.888771e+000
4.142142187574725e-003	1.168534e-001	7.371178e-001	8.900553e+000
4.147025000074724e-003	1.196834e-001	7.255771e-001	8.910728e+000
4.151907812574724e-003	1.224007e-001	7.154616e-001	8.919530e+000
4.156790625074724e-003	1.250028e-001	7.065774e-001	8.927153e+000
4.161673437574724e-003	1.274873e-001	6.987604e-001	8.933763e+000
4.166556250074724e-003	1.298517e-001	6.918718e-001	8.939501e+000
4.171439062574724e-003	1.320940e-001	6.857935e-001	8.944486e+000
4.176321875074724e-003	1.342120e-001	6.804258e-001	8.948820e+000
4.181204687574724e-003	1.362036e-001	6.756840e-001	8.952589e+000
4.186087500074724e-003	1.380670e-001	6.714966e-001	8.955866e+000
4.190970312574724e-003	1.398005e-001	6.678028e-001	8.958711e+000
4.195853125074723e-003	1.414025e-001	6.645511e-001	8.961178e+000
4.200735937574723e-003	1.428713e-001	6.616982e-001	8.963311e+000
4.205618750074723e-003	1.442057e-001	6.592073e-001	8.965148e+000
4.210501562574723e-003	1.454043e-001	6.570477e-001	8.966721e+000
4.215384375074723e-003	1.464661e-001	6.551936e-001	8.968054e+000
4.220267187574723e-003	1.473901e-001	6.536234e-001	8.969171e+000
4.225150000074723e-003	1.481753e-001	6.523196e-001	8.970089e+000
4.230032812574723e-003	1.488211e-001	6.512678e-001	8.970824e+000
4.234915625074723e-003	1.493268e-001	6.504567e-001	8.971388e+000
4.239798437574723e-003	1.496920e-001	6.498780e-001	8.971788e+000
4.244681250074722e-003	1.499162e-001	6.495255e-001	8.972032e+000
4.249564062574722e-003	1.499994e-001	6.493957e-001	8.972121e+000
4.254446875074722e-003	1.499415e-001	6.494871e-001	8.972059e+000
4.259329687574722e-003	1.497423e-001	6.498008e-001	8.971845e+000
4.264212500074722e-003	1.494023e-001	6.503399e-001	8.971474e+000
4.269095312574722e-003	1.489217e-001	6.511100e-001	8.970942e+000
4.273978125074722e-003	1.483009e-001	6.521190e-001	8.970238e+000
4.278860937574722e-003	1.475405e-001	6.533779e-001	8.969354e+000
4.283743750074722e-003	1.466412e-001	6.549001e-001	8.968274e+000
4.288626562574721e-003	1.456040e-001	6.567028e-001	8.966982e+000
4.293509375074721e-003	1.444297e-001	6.588066e-001	8.965456e+000
4.298392187574721e-003	1.431195e-001	6.612363e-001	8.963670e+000
4.303275000074721e-003	1.416745e-001	6.640221e-001	8.961594e+000
4.308157812574721e-003	1.400963e-001	6.671993e-001	8.959190e+000
4.313040625074721e-003	1.383861e-001	6.708100e-001	8.956417e+000
4.317923437574721e-003	1.365458e-001	6.749042e-001	8.953224e+000
4.322806250074721e-003	1.345769e-001	6.795405e-001	8.949551e+000
4.327689062574721e-003	1.324814e-001	6.847886e-001	8.945326e+000
4.332571875074721e-003	1.302612e-001	6.907305e-001	8.940467e+000
4.337454687574720e-003	1.279183e-001	6.974629e-001	8.934875e+000
4.342337500074720e-003	1.254551e-001	7.051001e-001	8.928433e+000
4.347220312574720e-003	1.228738e-001	7.137771e-001	8.921007e+000
4.352103125074720e-003	1.201769e-001	7.236528e-001	8.912435e+000
4.356985937574720e-003	1.173669e-001	7.349151e-001	8.902527e+000
4.361868750074720e-003	1.144464e-001	7.477858e-001	8.891058e+000
4.366751562574720e-003	1.114182e-001	7.625263e-001	8.877765e+000
4.371634375074720e-003	1.082851e-001	7.794445e-001	8.862337e+000
4.376517187574720e-003	1.050501e-001	7.989032e-001	8.844410e+000
4.381400000074719e-003	1.017163e-001	8.213285e-001	8.823551e+000
4.386282812574719e-003	9.828667e-002	8.472204e-001	8.799260e+000
4.391165625074719e-003	9.476458e-002	8.771631e-001	8.770947e+000
4.396048437574719e-003	9.115329e-002	9.118375e-001	8.737926e+000
4.400931250074719e-003	8.745622e-002	9.520330e-001	8.699404e+000
4.405814062574719e-003	8.367684e-002	9.986597e-001	8.654465e+000
4.410696875074719e-003	7.981870e-002	1.052759e+000	8.602059e+000
4.415579687574719e-003	7.588544e-002	1.115512e+000	8.541001e+000
4.420462500074719e-003	7.188077e-002	1.188242e+000	8.469958e+000
4.425345312574719e-003	6.780843e-002	1.272415e+000	8.387457e+000
4.430228125074718e-003	6.367229e-002	1.369623e+000	8.291897e+000
4.435110937574718e-003	5.947621e-002	1.481556e+000	8.181576e+000
4.439993750074718e-003	5.522416e-002	1.609965e+000	8.054733e+000
4.444876562574718e-003	5.092013e-002	1.756593e+000	7.909616e+000
4.449759375074718e-003	4.656818e-002	1.923088e+000	7.744564e+000
4.454642187574718e-003	4.217240e-002	2.110896e+000	7.558117e+000
4.459525000074718e-003	3.773693e-002	2.321134e+000	7.349149e+000
4.464407812574718e-003	3.326594e-002	2.554440e+000	7.117006e+000
4.469290625074718e-003	2.876364e-002	2.810842e+000	6.861652e+000
4.474173437574718e-003	2.423428e-002	3.089619e+000	6.583797e+000
4.479056250074717e-003	1.968210e-002	3.389213e+000	6.284986e+000
4.483939062574717e-003	1.511140e-002	3.707187e+000	5.967650e+000
4.493704687574717e-003	5.931645e-003	4.384334e+000	5.291310e+000
4.508353125074717e-003	-7.869021e-003	5.434948e+000	4.240671e+000
4.518118750074717e-003	-1.703966e-002	6.101397e+000	3.573370e+000
4.523001562574716e-003	-2.160307e-002	6.411445e+000	3.262657e+000
4.527884375074716e-003	-2.614616e-002	6.701848e+000	2.971435e+000
4.532767187574716e-003	-3.066464e-002	6.970541e+000	2.701781e+000
4.537650000074716e-003	-3.515425e-002	7.216333e+000	2.454897e+000
4.542532812574716e-003	-3.961078e-002	7.438837e+000	2.231182e+000
4.547415625074716e-003	-4.403004e-002	7.638362e+000	2.030339e+000
4.552298437574716e-003	-4.840785e-002	7.815776e+000	1.851513e+000
4.557181250074716e-003	-5.274010e-002	7.972363e+000	1.693437e+000
4.562064062574716e-003	-5.702271e-002	8.109680e+000	1.554563e+000
4.566946875074716e-003	-6.125166e-002	8.229441e+000	1.433193e+000
4.571829687574715e-003	-6.542296e-002	8.333411e+000	1.327571e+000
4.576712500074715e-003	-6.953268e-002	8.423336e+000	1.235966e+000
4.581595312574715e-003	-7.357696e-002	8.500880e+000	1.156721e+000
4.586478125074715e-003	-7.755200e-002	8.567595e+000	1.088296e+000
4.591360937574715e-003	-8.145405e-002	8.624894e+000	1.029283e+000
4.596243750074715e-003	-8.527943e-002	8.674052e+000	9.784172e-001
4.601126562574715e-003	-8.902455e-002	8.716197e+000	9.345758e-001
4.606009375074715e-003	-9.268589e-002	8.752321e+000	8.967733e-001
4.610892187574715e-003	-9.625999e-002	8.783289e+000	8.641509e-001
4.615775000074715e-003	-9.974350e-002	8.809847e+000	8.359658e-001
4.620657812574714e-003	-1.031331e-001	8.832640e+000	8.115783e-001
4.625540625074714e-003	-1.064257e-001	8.852219e+000	7.904406e-001
4.630423437574714e-003	-1.096181e-001	8.869055e+000	7.720847e-001
4.635306250074714e-003	-1.127073e-001	8.883551e+000	7.561119e-001
4.640189062574714e-003	-1.156905e-001	8.896047e+000	7.421831e-001
4.645071875074714e-003	-1.185648e-001	8.906835e+000	7.300104e-001
4.649954687574714e-003	-1.213274e-001	8.916161e+000	7.193499e-001
4.654837500074714e-003	-1.239759e-001	8.924233e+000	7.099943e-001
4.659720312574714e-003	-1.265077e-001	8.931231e+000	7.017685e-001
4.664603125074713e-003	-1.289205e-001	8.937302e+000	6.945238e-001
4.669485937574713e-003	-1.312119e-001	8.942575e+000	6.881343e-001
4.674368750074713e-003	-1.333798e-001	8.947159e+000	6.824933e-001
4.679251562574713e-003	-1.354222e-001	8.951144e+000	6.775104e-001
4.684134375074713e-003	-1.373371e-001	8.954610e+000	6.731092e-001
4.689017187574713e-003	-1.391228e-001	8.957621e+000	6.692246e-001
4.693900000074713e-003	-1.407776e-001	8.960234e+000	6.658016e-001
4.698782812574713e-003	-1.422998e-001	8.962496e+000	6.627940e-001
4.703665625074713e-003	-1.436881e-001	8.964447e+000	6.601623e-001
4.708548437574713e-003	-1.449412e-001	8.966121e+000	6.578736e-001
4.713431250074712e-003	-1.460579e-001	8.967546e+000	6.559001e-001
4.718314062574712e-003	-1.470371e-001	8.968748e+000	6.542186e-001
4.723196875074712e-003	-1.478779e-001	8.969745e+000	6.528101e-001
4.728079687574712e-003	-1.485795e-001	8.970551e+000	6.516590e-001
4.732962500074712e-003	-1.491413e-001	8.971183e+000	6.507528e-001
4.737845312574712e-003	-1.495628e-001	8.971647e+000	6.500821e-001
4.742728125074712e-003	-1.498435e-001	8.971952e+000	6.496396e-001
4.747610937574712e-003	-1.499831e-001	8.972103e+000	6.494210e-001
4.752493750074712e-003	-1.499816e-001	8.972102e+000	6.494240e-001
4.757376562574711e-003	-1.498389e-001	8.971949e+000	6.496485e-001
4.762259375074711e-003	-1.495552e-001	8.971642e+000	6.500969e-001
4.767142187574711e-003	-1.491308e-001	8.971174e+000	6.507738e-001
4.772025000074711e-003	-1.485660e-001	8.970540e+000	6.516861e-001
4.776907812574711e-003	-1.478613e-001	8.969730e+000	6.528436e-001
4.781790625074711e-003	-1.470175e-001	8.968731e+000	6.542586e-001
4.786673437574711e-003	-1.460354e-001	8.967525e+000	6.559468e-001
4.791556250074711e-003	-1.449158e-001	8.966096e+000	6.579274e-001
4.796439062574711e-003	-1.436598e-001	8.964417e+000	6.602235e-001
4.801321875074711e-003	-1.422686e-001	8.962461e+000	6.628630e-001
4.806204687574710e-003	-1.407435e-001	8.960194e+000	6.658790e-001
4.811087500074710e-003	-1.390859e-001	8.957574e+000	6.693107e-001
4.815970312574710e-003	-1.372975e-001	8.954556e+000	6.732050e-001
4.820853125074710e-003	-1.353798e-001	8.951082e+000	6.776167e-001
4.825735937574710e-003	-1.333347e-001	8.947087e+000	6.826110e-001
4.830618750074710e-003	-1.311641e-001	8.942492e+000	6.882646e-001
4.835501562574710e-003	-1.288700e-001	8.937206e+000	6.946682e-001
4.840384375074710e-003	-1.264547e-001	8.931120e+000	7.019285e-001
4.845267187574710e-003	-1.239204e-001	8.924106e+000	7.101719e-001
4.850150000074710e-003	-1.212694e-001	8.916013e+000	7.195473e-001
4.855032812574709e-003	-1.185043e-001	8.906663e+000	7.302305e-001
4.859915625074709e-003	-1.156277e-001	8.895848e+000	7.424288e-001
4.864798437574709e-003	-1.126422e-001	8.883320e+000	7.563871e-001
4.869681250074709e-003	-1.095507e-001	8.868787e+000	7.723939e-001
4.874564062574709e-003	-1.063561e-001	8.851907e+000	7.907891e-001
4.879446875074709e-003	-1.030615e-001	8.832277e+000	8.119721e-001
4.884329687574709e-003	-9.966978e-002	8.809424e+000	8.364123e-001
4.889212500074709e-003	-9.618430e-002	8.782797e+000	8.646586e-001
4.894095312574709e-003	-9.260830e-002	8.751748e+000	8.973519e-001
4.898978125074708e-003	-8.894513e-002	8.715529e+000	9.352368e-001
4.903860937574708e-003	-8.519825e-002	8.673275e+000	9.791737e-001
4.908743750074708e-003	-8.137118e-002	8.623990e+000	1.030150e+000
4.913626562574708e-003	-7.746753e-002	8.566545e+000	1.089291e+000
4.918509375074708e-003	-7.349097e-002	8.499664e+000	1.157862e+000
4.923392187574708e-003	-6.944524e-002	8.421932e+000	1.237274e+000
4.928275000074708e-003	-6.533416e-002	8.331795e+000	1.329069e+000
4.933157812574708e-003	-6.116158e-002	8.227587e+000	1.434904e+000
4.938040625074708e-003	-5.693144e-002	8.107566e+000	1.556512e+000
4.942923437574708e-003	-5.264772e-002	7.969966e+000	1.695647e+000
4.947806250074707e-003	-4.831445e-002	7.813076e+000	1.854007e+000
4.952689062574707e-003	-4.393571e-002	7.635344e+000	2.033135e+000
4.957571875074707e-003	-3.951561e-002	7.435493e+000	2.234294e+000
4.962454687574707e-003	-3.505833e-002	7.212662e+000	2.458333e+000
4.967337500074707e-003	-3.056805e-002	6.966552e+000	2.705538e+000
4.972220312574707e-003	-2.604900e-002	6.697560e+000	2.975503e+000
4.977103125074707e-003	-2.150543e-002	6.406889e+000	3.267014e+000
4.981985937574707e-003	-1.694163e-002	6.096615e+000	3.577984e+000
4.991751562574706e-003	-7.770489e-003	5.429874e+000	4.245660e+000
4.996634375074706e-003	-3.171790e-003	5.081779e+000	4.593994e+000
5.000000000000000e-003	-1.836970e-016	4.839148e+000	4.836712e+000
